StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.13326762573302800111231319612088850378
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.15281575769074801742460087505969891869
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.16193693113655903268657405574585565138
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.29338405974673309193509448968401078073
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.31917331027435679920871408190710100739
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.33581005795560155192049103934617368470
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.35890399147967647930689024157117085369
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.44688555487997703277403256252512798730
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.49122477160393843798045826422327838628
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.50434174525770532596760438008730757948
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.52081785199362125926801232497844166963
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.55166283326678638135496022716424400957
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.55296291506992880270071151303135352274
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.52229212315896122321448078148406665545,1.2.826.0.1.3680043.8.498.56492017986527029964909248336476149266
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.13204107399600004730365447916432072871
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.17681736547629384299136473226349291549
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.19611610860101286211859665184073985753
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.19754134833552736873058921084806229630
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.20409391702756461570818134620136711553
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.21949797346677128486426354684561311331
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.28780817722685538100674908766675525367
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.33290077401782903545235131080017183970
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.36775828035808938979794351929359089542
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.37842526855651877819516848882303094380
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.38885910652516434090135280388796340210
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.41974863002304269683368575332623909261
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.43829091291336983220252671320815413698
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.49625394603593613556943596622820062056
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.50428598506992436538361069629552224305
1.2.826.0.1.3680043.8.498.45406212529450909512649737062964080190,1.2.826.0.1.3680043.8.498.67380498391702938986695104983154464076,1.2.826.0.1.3680043.8.498.70397534677820530969103316420673930952
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.13147255954544982678247512343822952085
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.20599226855448155328760345000635796052
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.21118140925575336891678678329406595780
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.22841308115496218988536561834404636046
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.32534060181931861233495150848722139410
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.33932732398267586195905593628789020931
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.37409082522957121755268885717613211830
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.48250665137879433023165482980706926444
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.54290979762211357826240973172883256033
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.55195392759165792938635605157005043451
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.60724359867436987845088918089904500934
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.64101579805818239424503626943994970527
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.69508194445140090869916265462992205131
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.69949143687367354351485742408889311673
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.73804680793974192937159641848742084040
1.2.826.0.1.3680043.8.498.60661676782543347731000874708337132276,1.2.826.0.1.3680043.8.498.41894234155764693481286410628022204713,1.2.826.0.1.3680043.8.498.76044211277321052019603059274990827973
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.12952672107433590473108429863104283489
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.14259392135022769930388988484509311055
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.19988859025893355335665594443883099449
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.25050292954646741145488632786391594523
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.28173735526933615053830227185103404592
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.30644841070561233316877506141514250039
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.38365612408875898999442004098895246521
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.40102068316148242040219699445960307978
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.44402429994855466733303805069357878035
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.45434913234205622280243572565141362629
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.51782961587338965044236714049712619964
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.55847008062784818299554624582273207181
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.58001007762564582546823229130103195738
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.59605161127642539139194583618268398106
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.66711840548411706630561166229335629688
1.2.826.0.1.3680043.8.498.24209643225939781032698894992032106781,1.2.826.0.1.3680043.8.498.13379198197879294076130413877134950088,1.2.826.0.1.3680043.8.498.72929608623508751034147444324488142608
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.12941145638506751861131838969205714644
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.13096999111174021335560104601034839551
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.13186573403203359170513261681772970747
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.13186688944230146451484491944249918982
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.16458206941886818274896498833174030853
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.16609835617462051967063270820692694123
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.25214509183606635285364433739100419362
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.26562895612021563454229203383458041277
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.32974358628463135217507434469211071874
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.38779892364818029125939946732630065277
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.46835687422635760611329238078928977866
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.57134064223470579171283380502597627050
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.60757054929525755625185203797273130635
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.64247701020349770017471884318045044851
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.64685396737853186331789386637862102579
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,1.2.826.0.1.3680043.8.498.54697637073890454026544381413618422579,1.2.826.0.1.3680043.8.498.71171422975429605095379886146266620262
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.20009791363017570944257215186492844855
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.28027002501250861748692142357014368046
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.29949473318563534475701874707427391634
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.37124709754113753875353880734846551259
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.38617472838887005394779985683552095223
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.50438237318784683667862012143095337719
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.54531143853755822905878945124071434372
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.55719924260626970437543027225811921032
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.65128817971887009138830064864041190092
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.66304374922590833456187454515734964961
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.66633278054243271601278811731065940732
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.70889170986113339461317585360627744864
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.73953071529889516156976964655496079699
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.77615749720848340065746551535345632107
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.80797220252396230397187472991033285645
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.10452403646657733717294887087814724397,1.2.826.0.1.3680043.8.498.85903093898051336274709368459190435788
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.11728849247334640050640522237416748511
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.11928089308095919172600252649275322535
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.13044795384465864337914214901473973235
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.13385555925735932024419939825091178813
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.14071103329439233932294319146496322321
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.17774836531791284183321739955150588250
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.34482927260904420834042071393185391987
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.35287704733176086178532995017646274337
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.40097044409201195824145776628813226811
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.40571860871457489491788039414413337992
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.46116767315507427572977604861483718511
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.51619017063644043263491309703070145391
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.55252148663350486217911094515791583193
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.71547210758569618668582740818546560958
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.75414607176480846000352832012055250449
1.2.826.0.1.3680043.8.498.11654064547593365398103107850228629066,1.2.826.0.1.3680043.8.498.12389701015317298325878688906574867330,1.2.826.0.1.3680043.8.498.77178984656120298685450355256662965128
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.23633036391695617698880717827763221788
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.25795098528369209686723582680504551447
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.29418746248090202640222105655805054788
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.36386043552479735013437178513531079111
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.36451364430310427186423937339439971620
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.36815206372415695445142396865635448766
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.36883094108915701206552938497785713502
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.41161125296093671471776470571680391051
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.43369854393220494297514787502169516806
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.44706678271777874983308872999878646670
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.45456421597467972201959085430914540773
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.46367135056753608712886324732256483969
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.46991945999222869318786223550615075685
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.50703534970266623558032171382364445234
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.50710930739089520545507267037484583439
1.2.826.0.1.3680043.8.498.11192287547210248515805146368662883131,1.2.826.0.1.3680043.8.498.10251562429521112237331486592370823212,1.2.826.0.1.3680043.8.498.51882459607948443519275289334184695990
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.18425203139458546288930001576760611460
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.18912771377713452546233498490273578110
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.22170487743885386820521647662937573645
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.22385928738361359442336057224567686224
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.24279835508995350798472509440392069476
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.26577856173401942411701615122216583367
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.33275947380784939265937353134696756022
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.33830072362272132731229940066277103325
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.35709954013729292543097500280960861324
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.40170341754747040912427859606579575948
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.42809287711043938477554424001380427844
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.48488713853809408815193247113829490898
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.52203786814074392744214622232939431884
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.52358681067977011733872233008902020577
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.53190380832783818250485413360327570542
1.2.826.0.1.3680043.8.498.64752580249608101443758975861213065048,1.2.826.0.1.3680043.8.498.85425071758173895031556449522651678168,1.2.826.0.1.3680043.8.498.54541425745603639078774680608559941726
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.22504335111519780766837897561551768426
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.22877292530717004724765838595963010991
1.2.826.0.1.3680043.8.498.46713978512945139851373191422321462143,1.2.826.0.1.3680043.8.498.13704420167499147490970465349070099301,1.2.826.0.1.3680043.8.498.29260446176604238589479917562649706969
